"","Model","0.01","0.05","0.1","0.2","0.3","0.4","0.5","0.6","0.7","0.8","0.9","0.95","0.99"
"1","Untaught-only",4.50304347143809e-19,2.1456851098899e-15,2.54775554677909e-13,1.24560069581015e-10,7.86660040439867e-09,1.07264573162187e-07,3.13621836245039e-07,6.74196667271271e-07,6.35414739096003e-07,3.27713125721938e-07,1.09859948144451e-07,6.54465920411386e-08,2.50959478880562e-08
"2","Rewards-only",3.99578434819824e-08,4.65498614843339e-08,1.36984584979354e-07,2.81940127788391e-07,5.95534670808169e-07,1.00238411749268e-06,6.63106667680589e-07,5.45614383176485e-07,3.09384039427375e-07,1.88506590160351e-07,1.0002762073518e-07,4.91818424543213e-08,4.55820254400315e-08
"3","Costs-only",2.65658276409362e-28,3.92312150557586e-16,3.11991352541601e-11,1.26515205985133e-06,0.000221170851513082,0.00230108892323631,0.00230075175205048,0.00167317218963506,0.000376898323062416,3.21023920519115e-05,1.81934996937158e-06,3.57515548018686e-07,6.10774475253399e-08
"4","Taught-only",1.99544183809618e-49,1.03927159843214e-34,4.81098781068281e-28,1.45294009763304e-21,1.2621320961408e-17,5.07011869509823e-15,4.44316764870604e-13,2.01932658565573e-11,2.2294242201834e-10,2.26368003714757e-09,8.47515277998854e-09,1.14141486819452e-08,2.38671264444713e-08
"5","Full model",8.65110481117505e-08,8.66321630853496e-05,0.00218512626209765,0.0492973898919366,0.167128190754369,0.123841623600609,0.0183927056128349,0.00364919000645092,0.000292504688326412,1.91205816748869e-05,7.1391257670824e-07,1.25848983234246e-07,4.68108425691953e-08
