Condition,RedToyReward,YellowToyReward,LearnC,LearnR,TeachC,TeachR,DiscoverC,DiscoverR,ExploreProb,TeacherReward,Decision
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,28,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,28,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,28,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,29,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,29,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,29,19,1,1,0,1,1,1,1,Variable,YellowToy
Equal_Costs,29,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,29,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,29,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,29,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,29,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,29,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,30,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,30,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,30,19,1,1,0,1,1,1,1,Variable,YellowToy
Equal_Costs,30,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,30,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,30,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,30,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,30,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,30,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,31,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,31,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,31,19,1,1,0,1,1,1,1,Variable,YellowToy
Equal_Costs,31,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,31,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,31,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,31,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,31,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,31,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,32,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,32,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,32,19,1,1,0,1,1,1,1,Variable,YellowToy
Equal_Costs,32,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,32,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,32,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,32,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,32,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,32,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,33,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,33,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,33,19,1,1,0,1,1,1,1,Variable,YellowToy
Equal_Costs,33,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,33,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,33,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,33,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,33,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,33,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,34,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,34,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,34,19,1,1,0,1,1,1,1,Variable,YellowToy
Equal_Costs,34,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,34,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,34,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,34,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,34,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,34,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,35,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,35,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,35,19,1,1,0,1,1,1,1,Variable,YellowToy
Equal_Costs,35,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,35,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,35,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,35,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,35,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,35,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,36,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,36,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,36,19,1,1,0,1,1,1,1,Variable,YellowToy
Equal_Costs,36,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,36,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,36,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,36,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,36,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,36,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,37,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,37,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,37,19,1,1,0,1,1,1,1,Variable,YellowToy
Equal_Costs,37,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,37,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,37,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,37,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,37,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,37,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,38,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,38,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,38,19,1,1,0,1,1,1,1,Variable,YellowToy
Equal_Costs,38,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,38,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,38,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,38,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,38,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,38,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,39,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,39,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,39,19,1,1,0,1,1,1,1,Variable,RedToy
Equal_Costs,39,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,39,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,39,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,39,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,39,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,39,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,40,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,40,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,40,19,1,1,0,1,1,1,1,Variable,RedToy
Equal_Costs,40,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,40,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,40,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,40,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,40,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,40,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,41,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,41,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,41,19,1,1,0,1,1,1,1,Variable,RedToy
Equal_Costs,41,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,41,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,41,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,41,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,41,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,41,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,42,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,42,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,42,19,1,1,0,1,1,1,1,Variable,RedToy
Equal_Costs,42,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,42,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,42,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,42,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,42,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,42,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,43,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,43,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,43,19,1,1,0,1,1,1,1,Variable,RedToy
Equal_Costs,43,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,43,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,43,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,43,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,43,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,43,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,44,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,44,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,44,19,1,1,0,1,1,1,1,Variable,RedToy
Equal_Costs,44,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,44,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,44,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,44,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,44,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,44,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,45,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,45,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,45,19,1,1,0,1,1,1,1,Variable,RedToy
Equal_Costs,45,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,45,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,45,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,45,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,45,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,45,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,46,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,46,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,46,19,1,1,0,1,1,1,1,Variable,RedToy
Equal_Costs,46,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,46,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,46,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,46,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,46,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,46,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,47,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,47,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,47,19,1,1,0,1,1,1,1,Variable,RedToy
Equal_Costs,47,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,47,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,47,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,47,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,47,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,47,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,48,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,48,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,48,19,1,1,0,1,1,1,1,Variable,RedToy
Equal_Costs,48,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,48,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,48,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,48,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,48,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,48,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,49,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,49,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,49,19,1,1,0,1,1,1,1,Variable,RedToy
Equal_Costs,49,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,49,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,49,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,49,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,49,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,49,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,50,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,50,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,50,19,1,1,0,1,1,1,1,Variable,RedToy
Equal_Costs,50,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,50,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,50,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,50,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,50,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,50,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,51,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,51,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,51,19,1,1,0,1,1,1,1,Variable,RedToy
Equal_Costs,51,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,51,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,51,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,51,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,51,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,51,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,52,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,52,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,52,19,1,1,0,1,1,1,1,Variable,RedToy
Equal_Costs,52,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,52,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,52,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,52,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,52,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,52,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,53,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,53,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,53,19,1,1,0,1,1,1,1,Variable,RedToy
Equal_Costs,53,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,53,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,53,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,53,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,53,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,53,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,54,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,54,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,54,19,1,1,0,1,1,1,1,Variable,RedToy
Equal_Costs,54,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,54,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,54,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,54,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,54,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,54,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,55,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,55,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,55,19,1,1,0,1,1,1,1,Variable,RedToy
Equal_Costs,55,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,55,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,55,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,55,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,55,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,55,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,56,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,56,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,56,19,1,1,0,1,1,1,1,Variable,RedToy
Equal_Costs,56,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,56,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,56,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,56,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,56,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,56,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,57,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,57,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,57,19,1,1,0,1,1,1,1,Variable,RedToy
Equal_Costs,57,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,57,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,57,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,57,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,57,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,57,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,58,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,58,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,58,19,1,1,0,1,1,1,1,Variable,RedToy
Equal_Costs,58,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,58,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,58,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,58,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,58,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,58,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,59,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,59,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,59,19,1,1,0,1,1,1,1,Variable,RedToy
Equal_Costs,59,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,59,19,1,1,0,1,0,0,1,Variable,RedToy
Equal_Costs,59,19,1,1,0,1,1,1,1,Variable,RedToy
Matched_Rewards,19,19,0,0,0,1,1,1,1,Variable,YellowToy
Matched_Rewards,19,19,1,1,0,1,0,0,1,Variable,RedToy
Matched_Rewards,19,19,1,1,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,59,0,0,0,1,1,1,1,Variable,YellowToy
Inverted_Rewards,19,59,1,1,0,1,0,0,1,Variable,YellowToy
Inverted_Rewards,19,59,1,1,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,60,19,0,0,0,1,1,1,1,Variable,YellowToy
Unequal_Costs,60,19,1,1,0,1,0,0,1,Variable,RedToy
Unequal_Costs,60,19,1,1,0,1,1,1,1,Variable,RedToy
Equal_Costs,60,19,0,0,0,1,1,1,1,Variable,Either
Equal_Costs,60,19,1,1,0,1,0,0,1,Variable,RedToy
